"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Input times","["2023-01-02T23:48:00.000", "2023-01-04T00:54:00.000", ... , "2042-12-30T05:00:00.000", "2042-12-31T05:18:00.000"], items=4496"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"2024-03-17 21:06:00.000000 UTC","2460387.3791666670 JD UTC"
"2024-03-18 22:12:00.000000 UTC","2460388.4250000000 JD UTC"
"2024-03-19 23:06:00.000000 UTC","2460389.4625000000 JD UTC"
"2024-03-20 23:48:00.000000 UTC","2460390.4916666667 JD UTC"
"2024-03-22 00:12:00.000000 UTC","2460391.5083333333 JD UTC"
"2024-03-23 00:24:00.000000 UTC","2460392.5166666666 JD UTC"
"2024-03-29 16:06:00.000000 UTC","2460399.1708333334 JD UTC"
"2024-03-30 17:18:00.000000 UTC","2460400.2208333330 JD UTC"
"2024-03-31 18:36:00.000000 UTC","2460401.2750000000 JD UTC"
"2024-04-01 20:06:00.000000 UTC","2460402.3375000000 JD UTC"
"2024-04-02 21:24:00.000000 UTC","2460403.3916666666 JD UTC"
"2024-04-03 22:30:00.000000 UTC","2460404.4375000000 JD UTC"
"2024-04-04 23:18:00.000000 UTC","2460405.4708333330 JD UTC"
"2024-04-05 23:54:00.000000 UTC","2460406.4958333330 JD UTC"
"2024-04-07 00:18:00.000000 UTC","2460407.5125000000 JD UTC"
"2024-04-08 00:24:00.000000 UTC","2460408.5166666666 JD UTC"
"2024-04-08 13:24:00.000000 UTC","2460409.0583333330 JD UTC"
"2024-04-09 14:48:00.000000 UTC","2460410.1166666667 JD UTC"
"2024-04-10 15:54:00.000000 UTC","2460411.1625000000 JD UTC"
"2024-04-11 17:00:00.000000 UTC","2460412.2083333335 JD UTC"
"2024-04-12 17:54:00.000000 UTC","2460413.2458333330 JD UTC"
"2024-04-13 18:48:00.000000 UTC","2460414.2833333330 JD UTC"
"2024-04-14 19:42:00.000000 UTC","2460415.3208333333 JD UTC"
"2024-04-15 20:30:00.000000 UTC","2460416.3541666665 JD UTC"
"2024-04-16 21:12:00.000000 UTC","2460417.3833333333 JD UTC"
"2024-04-17 21:48:00.000000 UTC","2460418.4083333330 JD UTC"
"2024-04-18 21:42:00.000000 UTC","2460419.4041666670 JD UTC"
"2024-04-23 13:24:00.000000 UTC","2460424.0583333330 JD UTC"
"2024-04-24 14:30:00.000000 UTC","2460425.1041666665 JD UTC"
"2024-04-25 15:30:00.000000 UTC","2460426.1458333335 JD UTC"
"2024-04-26 16:18:00.000000 UTC","2460427.1791666667 JD UTC"
"2024-04-27 17:12:00.000000 UTC","2460428.2166666670 JD UTC"
"2024-04-28 18:06:00.000000 UTC","2460429.2541666670 JD UTC"
"2024-04-29 19:06:00.000000 UTC","2460430.2958333334 JD UTC"
"2024-04-30 20:00:00.000000 UTC","2460431.3333333335 JD UTC"
"2024-05-01 20:48:00.000000 UTC","2460432.3666666667 JD UTC"
"2024-05-02 21:30:00.000000 UTC","2460433.3958333335 JD UTC"
"2024-05-03 21:54:00.000000 UTC","2460434.4125000000 JD UTC"
"2024-05-04 21:54:00.000000 UTC","2460435.4125000000 JD UTC"
"2024-05-06 12:48:00.000000 UTC","2460437.0333333330 JD UTC"
"2024-05-07 14:12:00.000000 UTC","2460438.0916666670 JD UTC"
"2024-05-08 15:18:00.000000 UTC","2460439.1375000000 JD UTC"
"2024-05-09 16:12:00.000000 UTC","2460440.1750000000 JD UTC"
"2024-05-10 17:06:00.000000 UTC","2460441.2125000000 JD UTC"
"2024-05-11 17:48:00.000000 UTC","2460442.2416666667 JD UTC"
"2024-05-12 18:30:00.000000 UTC","2460443.2708333335 JD UTC"
"2024-05-13 19:06:00.000000 UTC","2460444.2958333334 JD UTC"
"2024-05-14 19:36:00.000000 UTC","2460445.3166666670 JD UTC"
